Código,Data da venda,Prazo (dias),Preço_Venda,Volume_Venda,Código_Cliente,Código_Produto,Código_Cidade,Código_Vendedor
1589,5/8/2015,45,7.04,1434,3,2,1,1
1590,5/9/2015,45,4.02,8337,2,5,2,1
1591,5/10/2015,30,5.56,4985,3,6,3,2
1592,5/11/2015,45,4.02,3629,4,5,2,1
1593,5/12/2015,45,5.56,1844,3,3,1,1
1594,5/13/2015,45,2.77,6848,2,7,2,1
1595,5/14/2015,60,9.6,3066,3,4,1,4
1596,5/15/2015,45,4.02,2295,4,5,4,1
1597,5/16/2015,60,2.77,3902,3,7,2,1
1598,5/17/2015,45,2.77,8150,2,8,2,1
1599,5/18/2015,60,2.6,886,3,8,1,1
1600,5/19/2015,30,2.6,2775,4,1,2,1
1601,5/20/2015,45,7.04,6680,3,2,1,3
1602,5/21/2015,45,5.56,4810,2,8,2,2
1603,5/22/2015,45,2.6,9440,3,1,3,3
1604,5/23/2015,60,2.6,3076,4,1,2,1
1605,5/24/2015,45,2.77,6305,3,7,2,2
1606,5/25/2015,45,2.6,9497,2,1,2,1
1607,5/26/2015,60,7.04,845,3,2,2,1
1608,5/27/2015,45,2.6,260,4,1,2,1
1609,5/28/2015,60,2.6,2661,3,1,1,1
1610,5/29/2015,60,2.77,8014,2,7,2,1
1611,5/30/2015,60,2.6,5589,3,1,4,1
1612,5/31/2015,60,4.02,7639,4,3,2,5
1613,6/1/2015,45,7.04,8399,3,2,2,1
1614,6/2/2015,45,4.02,6134,2,5,2,1
1615,6/3/2015,45,5.56,5179,3,6,2,1
1616,6/4/2015,30,4.02,6472,4,5,1,1
1617,6/5/2015,45,5.56,3592,3,6,2,1
1618,6/6/2015,30,2.77,4665,2,7,2,1
1619,6/7/2015,30,9.6,1415,3,8,3,1
1620,6/8/2015,30,2.6,856,4,1,3,1
1621,6/9/2015,30,4.02,303,3,5,2,1
1622,6/10/2015,30,7.04,626,2,2,1,1
1623,6/11/2015,45,4.02,2085,3,5,2,3
1624,6/12/2015,45,5.56,1190,4,6,2,2
1625,6/13/2015,45,4.02,6214,3,5,2,1
1626,6/14/2015,45,5.56,9910,2,3,2,1
1627,6/15/2015,45,2.77,1139,3,7,2,2
1628,6/16/2015,45,9.6,1273,4,8,4,3
1629,6/17/2015,60,4.02,9699,3,5,2,1
1630,6/18/2015,45,2.77,3924,2,3,1,1
1631,6/19/2015,60,2.77,9265,3,7,1,1
1632,6/20/2015,45,2.77,9378,4,3,2,3
1633,6/21/2015,60,9.6,3275,3,4,2,1
1634,6/22/2015,45,5.56,5993,2,6,2,1
1635,6/23/2015,45,4.02,9780,3,3,3,1
1636,6/24/2015,45,5.56,9084,4,6,3,1
1637,6/25/2015,30,2.77,1829,3,7,2,1
1638,6/26/2015,45,5.56,9758,2,6,2,1
1639,6/27/2015,45,4.02,8501,3,5,3,1
1640,6/28/2015,30,5.56,5461,4,3,3,1
1641,6/29/2015,45,2.77,5993,3,7,2,1
1642,6/30/2015,45,9.6,1240,2,4,1,1
1643,7/1/2015,30,4.02,7560,3,5,3,4
1644,7/2/2015,45,2.77,9544,4,7,2,1
1645,7/3/2015,45,9.6,4799,3,4,2,1
1646,7/4/2015,30,2.77,5974,2,3,1,2
1647,7/5/2015,30,2.77,1702,3,7,2,1
1648,7/6/2015,45,5.56,686,4,6,1,1
1649,7/7/2015,30,2.77,8685,3,7,1,2
1650,7/8/2015,45,9.6,4106,2,4,2,1
1651,7/9/2015,45,4.02,6549,3,5,2,1
1652,7/10/2015,60,2.77,9200,4,7,1,1
1653,7/11/2015,45,4.02,7178,3,5,2,1
1654,7/12/2015,45,2.77,7154,2,7,1,1
1655,7/13/2015,60,2.77,6714,3,3,1,1
1656,7/14/2015,45,7.04,194,3,2,1,3
1657,7/15/2015,60,5.56,4120,2,8,2,2
1658,7/16/2015,60,2.6,8484,3,1,3,3
1659,7/17/2015,45,2.6,378,4,1,2,1
1660,7/18/2015,45,2.77,4595,3,3,2,2
1661,7/19/2015,60,2.6,3655,2,8,2,1
1662,7/20/2015,45,7.04,5575,3,2,2,1
1663,7/21/2015,45,2.6,1110,3,1,2,2
1664,7/22/2015,60,4.02,4363,4,3,3,2
1665,7/23/2015,45,7.04,7674,3,2,1,1
1666,7/24/2015,45,4.02,8842,2,5,2,1
1667,7/25/2015,60,5.56,3542,3,6,3,2
1668,7/26/2015,45,4.02,316,4,3,2,1
1669,7/27/2015,30,5.56,2313,3,6,1,1
1670,7/28/2015,45,7.04,871,3,2,2,3
1671,7/29/2015,45,7.04,6664,2,2,1,3
1672,7/30/2015,30,7.04,3677,3,2,4,3
1673,7/31/2015,45,9.6,5029,4,4,3,4
1674,8/1/2015,30,2.6,6268,3,1,2,1
1675,8/2/2015,45,4.02,3623,2,5,4,1
1676,8/3/2015,45,2.6,4789,3,1,2,2
1677,8/4/2015,60,4.02,2087,4,8,3,2
1678,8/5/2015,45,7.04,4021,3,2,1,1
1679,8/6/2015,45,4.02,2202,2,5,2,1
1680,8/7/2015,60,5.56,5324,3,6,3,2
1681,8/8/2015,45,4.02,10164,4,3,2,1
1682,8/9/2015,45,5.56,4841,3,3,1,1
1683,8/10/2015,45,2.77,8310,2,7,2,1
1684,8/11/2015,30,4.02,8708,2,3,4,1
1685,8/12/2015,45,2.6,2607,3,1,2,2
1686,8/13/2015,45,4.02,5407,4,3,3,2
1687,8/14/2015,60,7.04,8949,3,2,1,1
1688,8/15/2015,45,4.02,3551,2,5,2,1
1689,8/16/2015,60,2.6,6086,3,1,2,1
1690,8/17/2015,45,4.02,2685,2,5,4,1
1691,8/18/2015,45,2.6,7570,3,1,2,2
1692,8/19/2015,60,2.66,4581,1,1,1,1
1693,8/20/2015,45,7.04,2012,2,2,2,2
1694,8/21/2015,45,7.04,2723,3,2,3,3
1695,8/22/2015,60,7.04,5718,4,3,3,2
1696,8/23/2015,45,7.04,5328,3,3,2,3
1697,8/24/2015,30,7.04,10006,2,3,1,3
1698,8/25/2015,45,7.04,9389,3,2,4,3
1699,8/26/2015,45,9.6,3037,4,4,3,4
1700,8/27/2015,30,2.6,1238,3,1,2,1
1701,8/28/2015,45,4.02,6966,2,3,4,1
1702,8/29/2015,30,2.6,1491,3,1,2,2
1703,8/30/2015,30,4.02,10157,4,3,3,2
1704,8/31/2015,45,7.04,612,3,2,1,1
1705,9/1/2015,45,4.02,2388,2,5,2,1
1706,9/2/2015,30,5.56,5164,3,6,3,2
1707,9/3/2015,45,4.02,4376,4,5,2,1
1708,9/4/2015,45,5.56,3091,3,3,1,1
1709,9/5/2015,45,2.77,8247,2,7,2,1
1710,9/6/2015,60,9.6,8199,3,4,1,4
1711,9/7/2015,45,4.02,7743,4,5,4,1
1712,9/8/2015,60,2.77,4812,3,7,2,1
1713,9/9/2015,45,2.77,4947,2,8,2,1
1714,9/10/2015,60,2.6,4004,3,8,1,1
1715,9/11/2015,30,2.6,6654,4,1,2,1
1716,9/12/2015,45,7.04,4032,3,2,1,3
1717,9/13/2015,45,5.56,315,2,8,2,2
1718,9/14/2015,45,2.6,6592,3,1,3,3
1719,9/15/2015,60,2.6,9144,4,1,2,1
1720,9/16/2015,45,2.77,9320,3,7,2,2
1721,9/17/2015,45,2.6,3576,2,1,2,1
1722,9/18/2015,60,7.04,3217,3,2,2,1
1723,9/19/2015,45,2.6,9998,4,1,2,1
1724,9/20/2015,60,2.6,4038,3,1,1,1
1725,9/21/2015,60,2.77,4504,2,7,2,1
1726,9/22/2015,60,2.6,5011,3,1,4,1
1727,9/23/2015,60,4.02,5295,4,3,2,5
1728,9/24/2015,45,7.04,3333,3,2,2,1
1729,9/25/2015,45,4.02,3575,2,5,2,1
1730,9/26/2015,45,5.56,3152,3,6,2,1
1731,9/27/2015,30,4.02,3032,4,5,1,1
1732,9/28/2015,45,5.56,3164,3,6,2,1
1733,9/29/2015,30,2.77,6931,2,7,2,1
1734,9/30/2015,30,9.6,999,3,8,3,1
1735,10/1/2015,30,2.6,362,4,1,3,1
1736,10/2/2015,30,4.02,4098,3,5,2,1
1737,10/3/2015,30,7.04,6362,2,2,1,1
1738,10/4/2015,45,4.02,8455,3,5,2,3
1739,10/5/2015,45,5.56,5591,4,6,2,2
1740,10/6/2015,45,4.02,2780,3,5,2,1
1741,10/7/2015,45,5.56,8098,2,3,2,1
1742,10/8/2015,45,2.77,9358,3,7,2,2
1743,10/9/2015,45,9.6,924,4,8,4,3
1744,10/10/2015,60,4.02,7632,3,5,2,1
1745,10/11/2015,45,2.77,5572,2,3,1,1
1746,10/12/2015,60,2.77,5551,3,7,1,1
1747,10/13/2015,45,2.77,3213,4,3,2,3
1748,10/14/2015,60,9.6,7897,3,4,2,1
1749,10/15/2015,45,5.56,3686,2,6,2,1
1750,10/16/2015,45,4.02,6828,3,3,3,1
1751,10/17/2015,45,5.56,4672,4,6,3,1
1752,10/18/2015,30,2.77,2721,3,7,2,1
1753,10/19/2015,45,5.56,2980,2,6,2,1
1754,10/20/2015,45,4.02,2019,3,5,3,1
1755,10/21/2015,30,5.56,3908,4,3,3,1
1756,10/22/2015,45,2.77,7186,3,7,2,1
1757,10/23/2015,45,9.6,1689,2,4,1,1
1758,10/24/2015,30,4.02,7057,3,5,3,4
1759,10/25/2015,45,2.77,7583,4,7,2,1
1760,10/26/2015,45,9.6,4911,3,4,2,1
1761,10/27/2015,30,2.77,5750,2,3,1,2
1762,10/28/2015,30,2.77,7578,3,7,2,1
1763,10/29/2015,45,5.56,9368,4,6,1,1
1764,10/30/2015,30,2.77,974,3,7,1,2
1765,10/31/2015,45,9.6,5266,2,4,2,1
1766,11/1/2015,45,4.02,2510,3,5,2,1
1767,11/2/2015,60,2.77,10011,4,7,1,1
1768,11/3/2015,45,4.02,464,3,5,2,1
1769,11/4/2015,45,2.77,2956,2,7,1,1
1770,11/5/2015,60,2.77,6816,3,3,1,1
1771,11/6/2015,45,7.04,1320,3,2,1,3
1772,11/7/2015,60,5.56,3086,2,8,2,2
1773,11/8/2015,60,2.6,9105,3,1,3,3
1774,11/9/2015,45,2.6,2174,4,1,2,1
1775,11/10/2015,45,2.77,7787,3,3,2,2
1776,11/11/2015,60,2.6,784,2,8,2,1
1777,11/12/2015,45,7.04,3146,3,2,2,1
1778,11/13/2015,45,2.6,4314,3,1,2,2
1779,11/14/2015,60,4.02,3964,4,3,3,2
1780,11/15/2015,45,7.04,2288,3,2,1,1
1781,11/16/2015,45,4.02,2572,2,5,2,1
1782,11/17/2015,60,5.56,8165,3,6,3,2
1783,11/18/2015,45,4.02,2838,4,3,2,1
1784,11/19/2015,30,5.56,7666,3,6,1,1
1785,11/20/2015,45,7.04,1542,3,2,2,3
1786,11/21/2015,45,7.04,10113,2,2,1,3
1787,11/22/2015,30,7.04,4707,3,2,4,3
1788,11/23/2015,45,9.6,879,4,4,3,4
1789,11/24/2015,30,2.6,4794,3,1,2,1
1790,11/25/2015,45,4.02,9274,2,5,4,1
1791,11/26/2015,45,2.6,8938,3,1,2,2
1792,11/27/2015,60,4.02,5682,4,8,3,2
1793,11/28/2015,45,7.04,2261,3,2,1,1
1794,11/29/2015,45,4.02,8936,2,5,2,1
1795,11/30/2015,60,5.56,8844,3,6,3,2
1796,12/1/2015,45,4.02,6060,4,3,2,1
1797,12/2/2015,45,5.56,4375,3,3,1,1
1798,12/3/2015,45,2.77,9728,2,7,2,1
1799,12/4/2015,30,4.02,7028,2,3,4,1
1800,12/5/2015,45,2.6,4255,3,1,2,2
1801,12/6/2015,45,4.02,1589,4,3,3,2
1802,12/7/2015,60,7.04,281,3,2,1,1
1803,12/8/2015,45,4.02,679,2,5,2,1
1804,12/9/2015,60,2.6,5014,3,1,2,1
1805,12/10/2015,45,4.02,7833,2,5,4,1
1806,12/11/2015,45,2.6,4779,3,1,2,2
1807,12/12/2015,60,2.66,5106,1,1,1,1
1808,12/31/2014,45,7.04,5331,2,2,2,2
1809,1/1/2015,45,7.04,439,3,2,3,3
1810,1/2/2015,60,7.04,10174,4,3,3,2
1811,1/3/2015,45,7.04,2601,3,3,2,3
1812,1/4/2015,30,7.04,7807,2,3,1,3
1813,1/5/2015,45,7.04,3508,3,2,4,3
1814,1/6/2015,45,9.6,1441,4,4,3,4
1815,1/7/2015,30,2.6,8726,3,1,2,1
1816,1/8/2015,45,4.02,9196,2,3,4,1
1817,1/9/2015,30,2.6,7311,3,1,2,2
1818,1/10/2015,30,4.02,7717,4,3,3,2
1819,1/11/2015,45,7.04,7228,3,2,1,1
1820,1/1/2011,60,2.66,9220,4,3,3,2
1821,1/2/2011,45,7.04,8691,3,3,2,3
1822,1/3/2011,45,7.04,694,2,3,1,3
1823,1/4/2011,60,7.04,5135,3,2,4,3
1824,1/5/2011,45,7.04,5940,4,4,3,4
1825,1/6/2011,30,7.04,9020,3,1,2,1
1826,1/7/2011,45,7.04,1638,2,3,4,1
1827,1/8/2011,45,9.6,9661,3,1,2,2
1828,1/9/2011,30,2.6,3252,4,3,3,2
1829,1/10/2011,45,4.02,6752,3,2,1,1
1830,1/11/2011,30,2.6,1867,2,5,2,1
1831,1/12/2011,30,4.02,3086,3,6,3,2
1832,1/13/2011,45,7.04,244,4,5,2,1
1833,1/14/2011,45,4.02,1195,3,3,1,1
1834,1/15/2011,30,5.56,3557,2,7,2,1
1835,1/16/2011,45,4.02,8652,3,4,1,4
1836,1/17/2011,45,5.56,6031,4,5,4,1
1837,1/18/2011,45,2.77,6467,3,7,2,1
1838,1/19/2011,60,9.6,4740,2,8,2,1
1839,1/20/2011,45,4.02,1942,3,8,1,1
1840,1/21/2011,60,2.77,9667,4,1,2,1
1841,1/22/2011,45,2.77,6896,3,2,1,3
1842,1/23/2011,60,2.6,8574,2,8,2,2
1843,1/24/2011,30,2.6,5288,3,1,3,3
1844,1/25/2011,45,7.04,1852,4,1,2,1
1845,1/26/2011,45,5.56,3989,3,7,2,2
1846,1/27/2011,45,2.6,953,2,1,2,1
1847,1/28/2011,60,2.6,931,3,2,2,1
1848,1/29/2011,45,2.77,1946,4,1,2,1
1849,1/30/2011,45,2.6,5548,3,1,1,1
1850,1/31/2011,60,7.04,6062,2,7,2,1
1851,2/1/2011,45,2.6,6247,3,1,4,1
1852,2/2/2011,60,2.6,6804,4,3,2,5
1853,2/3/2011,60,2.77,1657,3,2,2,1
1854,2/4/2011,60,2.6,34,2,5,2,1
1855,2/5/2011,60,4.02,4167,3,6,2,1
1856,2/6/2011,45,7.04,9538,4,5,1,1
1857,2/7/2011,45,4.02,1457,3,6,2,1
1858,2/8/2011,45,5.56,6467,2,7,2,1
1859,2/9/2011,30,4.02,3103,3,8,3,1
1860,2/10/2011,45,5.56,8168,4,1,3,1
1861,2/11/2011,30,2.77,6445,3,5,2,1
1862,2/12/2011,30,9.6,9923,2,2,1,1
1863,2/13/2011,30,2.6,9821,3,5,2,3
1864,2/14/2011,30,4.02,8084,4,6,2,2
1865,2/15/2011,30,7.04,6903,3,5,2,1
1866,2/16/2011,45,4.02,1117,2,3,2,1
1867,2/17/2011,45,5.56,2861,3,7,2,2
1868,2/18/2011,45,4.02,3258,4,8,4,3
1869,2/19/2011,45,5.56,4925,3,5,2,1
1870,2/20/2011,45,2.77,3574,2,3,1,1
1871,2/21/2011,45,9.6,2562,3,7,1,1
1872,2/22/2011,60,4.02,8858,4,3,2,3
1873,2/23/2011,45,2.77,2577,3,4,2,1
1874,2/24/2011,60,2.77,2544,2,6,2,1
1875,2/25/2011,45,2.77,7383,3,3,3,1
1876,2/26/2011,60,9.6,8126,4,6,3,1
1877,2/27/2011,45,5.56,3215,3,7,2,1
1878,2/28/2011,45,4.02,6627,2,6,2,1
1879,3/1/2011,45,5.56,3716,3,5,3,1
1880,3/2/2011,30,2.77,3742,4,3,3,1
1881,3/3/2011,45,5.56,881,3,7,2,1
1882,3/4/2011,45,4.02,2002,2,4,1,1
1883,3/5/2011,30,5.56,4206,3,5,3,4
1884,3/6/2011,45,2.77,9885,4,7,2,1
1885,3/7/2011,45,9.6,2429,3,4,2,1
1886,3/8/2011,30,4.02,5422,2,3,1,2
1887,3/9/2011,45,2.77,4988,3,7,2,1
1888,3/10/2011,45,9.6,1118,4,6,1,1
1889,3/11/2011,30,2.77,4745,3,7,1,2
1890,3/12/2011,30,2.77,2385,2,4,2,1
1891,3/13/2011,45,5.56,424,3,5,2,1
1892,3/14/2011,30,2.77,4071,4,7,1,1
1893,3/15/2011,45,9.6,4014,3,5,2,1
1894,3/16/2011,45,4.02,6184,2,7,1,1
1895,3/17/2011,60,2.77,3017,3,3,1,1
1896,3/18/2011,45,4.02,8005,3,2,1,3
1897,3/19/2011,45,2.77,5391,2,8,2,2
1898,3/20/2011,60,2.77,5786,3,1,3,3
1899,3/21/2011,45,7.04,4907,4,1,2,1
1900,3/22/2011,60,5.56,1912,3,3,2,2
1901,3/23/2011,60,2.6,4508,2,8,2,1
1902,3/24/2011,45,2.6,8732,3,2,2,1
1903,3/25/2011,45,2.77,1879,3,1,2,2
1904,3/26/2011,60,2.6,1340,4,3,3,2
1905,3/27/2011,45,7.04,7572,3,2,1,1
1906,3/28/2011,45,2.6,1948,2,5,2,1
1907,3/29/2011,60,4.02,8054,3,6,3,2
1908,3/30/2011,45,7.04,6836,4,3,2,1
1909,3/31/2011,45,4.02,4079,3,6,1,1
1910,4/1/2011,60,5.56,4548,3,2,2,3
1911,4/2/2011,45,4.02,4649,2,2,1,3
1912,4/3/2011,30,5.56,9247,3,2,4,3
1913,4/4/2011,45,7.04,2733,4,4,3,4
1914,4/5/2011,45,7.04,2338,3,1,2,1
1915,4/6/2011,30,7.04,3270,2,5,4,1
1916,4/7/2011,45,9.6,9749,3,1,2,2
1917,4/8/2011,30,2.6,3764,4,8,3,2
1918,4/9/2011,45,4.02,9018,3,2,1,1
1919,4/10/2011,45,2.6,2307,2,5,2,1
1920,4/11/2011,60,4.02,4391,3,6,3,2
1921,4/12/2011,45,7.04,3059,4,3,2,1
1922,4/13/2011,45,4.02,2472,3,3,1,1
1923,4/14/2011,60,5.56,3250,2,7,2,1
1924,4/15/2011,45,4.02,222,2,3,4,1
1925,4/16/2011,45,5.56,9919,3,1,2,2
1926,4/17/2011,45,2.77,7664,4,3,3,2
1927,4/18/2011,30,4.02,7281,3,2,1,1
1928,4/19/2011,45,2.6,4167,2,5,2,1
1929,4/20/2011,45,4.02,7793,3,1,2,1
1930,4/21/2011,60,7.04,8213,2,5,4,1
1931,4/22/2011,45,4.02,7102,3,1,2,2
1932,4/23/2011,60,2.6,5905,1,1,1,1
1933,4/24/2011,45,4.02,1085,2,2,2,2
1934,4/25/2011,45,2.6,4551,3,2,3,3
1935,4/26/2011,60,2.66,7430,4,3,3,2
1936,4/27/2011,45,7.04,2109,3,3,2,3
1937,4/28/2011,45,7.04,1262,2,3,1,3
1938,4/29/2011,60,7.04,8114,3,2,4,3
1939,4/30/2011,45,7.04,9815,4,4,3,4
1940,5/1/2011,30,7.04,6505,3,1,2,1
1941,5/2/2011,45,7.04,596,2,3,4,1
1942,5/3/2011,45,9.6,8816,3,1,2,2
1943,5/4/2011,30,2.6,2033,4,3,3,2
1944,5/5/2011,45,4.02,6688,3,2,1,1
1945,5/6/2011,30,2.6,5214,2,5,2,1
1946,5/7/2011,30,4.02,950,3,6,3,2
1947,5/8/2011,45,7.04,942,4,5,2,1
1948,5/9/2011,45,4.02,474,3,3,1,1
1949,5/10/2011,30,5.56,879,2,7,2,1
1950,5/11/2011,45,4.02,48,3,4,1,4
1951,5/12/2011,45,5.56,7732,4,5,4,1
1952,5/13/2011,45,2.77,6130,3,7,2,1
1953,5/14/2011,60,9.6,6028,2,8,2,1
1954,5/15/2011,45,4.02,3716,3,8,1,1
1955,5/16/2011,60,2.77,9253,4,1,2,1
1956,5/17/2011,45,2.77,1442,3,2,1,3
1957,5/18/2011,60,2.6,2308,2,8,2,2
1958,5/19/2011,30,2.6,1220,3,1,3,3
1959,5/20/2011,45,7.04,4841,4,1,2,1
1960,5/21/2011,45,5.56,7165,3,7,2,2
1961,5/22/2011,45,2.6,7000,2,1,2,1
1962,5/23/2011,60,2.6,1308,3,2,2,1
1963,5/24/2011,45,2.77,5749,4,1,2,1
1964,5/25/2011,45,2.6,4002,3,1,1,1
1965,5/26/2011,60,7.04,8083,2,7,2,1
1966,5/27/2011,45,2.6,5145,3,1,4,1
1967,5/28/2011,60,2.6,3991,4,3,2,5
1968,5/29/2011,60,2.77,5869,3,2,2,1
1969,5/30/2011,60,2.6,9053,2,5,2,1
1970,5/31/2011,60,4.02,3895,3,6,2,1
1971,6/1/2011,45,7.04,1510,4,5,1,1
1972,6/2/2011,45,4.02,2607,3,6,2,1
1973,6/3/2011,45,5.56,2734,2,7,2,1
1974,6/4/2011,30,4.02,1621,3,8,3,1
1975,6/5/2011,45,5.56,5689,4,1,3,1
1976,6/6/2011,30,2.77,716,3,5,2,1
1977,6/7/2011,30,9.6,8999,2,2,1,1
1978,6/8/2011,30,2.6,2483,3,5,2,3
1979,6/9/2011,30,4.02,3896,4,6,2,2
1980,6/10/2011,30,7.04,9762,3,5,2,1
1981,6/11/2011,45,4.02,2155,2,3,2,1
1982,6/12/2011,45,5.56,3975,3,7,2,2
1983,6/13/2011,45,4.02,2727,4,8,4,3
1984,6/14/2011,45,5.56,6962,3,5,2,1
1985,6/15/2011,45,2.77,2125,2,3,1,1
1986,6/16/2011,45,9.6,7753,3,7,1,1
1987,6/17/2011,60,4.02,4028,4,3,2,3
1988,6/18/2011,45,2.77,7291,3,4,2,1
1989,6/19/2011,60,2.77,7840,2,6,2,1
1990,6/20/2011,45,2.77,3535,3,3,3,1
1991,6/21/2011,60,9.6,6328,4,6,3,1
1992,6/22/2011,45,5.56,9717,3,7,2,1
1993,6/23/2011,45,4.02,1569,2,6,2,1
1994,6/24/2011,45,5.56,9822,3,5,3,1
1995,6/25/2011,30,2.77,760,4,3,3,1
1996,6/26/2011,45,5.56,3048,3,7,2,1
1997,6/27/2011,45,4.02,3030,2,4,1,1
1998,6/28/2011,30,5.56,3063,3,5,3,4
1999,6/29/2011,45,2.77,4151,4,7,2,1
2000,6/30/2011,45,9.6,1511,3,4,2,1
2001,7/1/2011,30,4.02,401,2,3,1,2
2002,7/2/2011,45,2.77,28,3,7,2,1
2003,7/3/2011,45,9.6,3269,4,6,1,1
2004,7/4/2011,30,2.77,5694,3,7,1,2
2005,7/5/2011,30,2.77,9810,2,4,2,1
2006,7/6/2011,45,5.56,4567,3,5,2,1
2007,7/7/2011,30,2.77,5581,4,7,1,1
2008,7/8/2011,45,9.6,5713,3,5,2,1
2009,7/9/2011,45,4.02,1999,2,7,1,1
2010,7/10/2011,60,2.77,3246,3,3,1,1
2011,7/11/2011,45,4.02,2434,3,2,1,3
2012,7/12/2011,45,2.77,2483,2,8,2,2
2013,7/13/2011,60,2.77,1763,3,1,3,3
2014,7/14/2011,45,7.04,6422,4,1,2,1
2015,7/15/2011,60,5.56,7330,3,3,2,2
2016,7/16/2011,60,2.6,1213,2,8,2,1
2017,7/17/2011,45,2.6,6332,3,2,2,1
2018,7/18/2011,45,2.77,1480,3,1,2,2
2019,7/19/2011,60,2.6,3839,4,3,3,2
2020,7/20/2011,45,7.04,6927,3,2,1,1
2021,7/21/2011,45,2.6,4297,2,5,2,1
2022,7/22/2011,60,4.02,2540,3,6,3,2
2023,7/23/2011,45,7.04,3575,4,3,2,1
2024,7/24/2011,45,4.02,4824,3,6,1,1
2025,7/25/2011,60,5.56,3457,3,2,2,3
2026,7/26/2011,45,4.02,8385,2,2,1,3
2027,7/27/2011,30,5.56,6294,3,2,4,3
2028,7/28/2011,45,7.04,421,4,4,3,4
2029,7/29/2011,45,7.04,5831,3,1,2,1
2030,7/30/2011,30,7.04,530,2,5,4,1
2031,7/31/2011,45,9.6,9116,3,1,2,2
2032,8/1/2011,30,2.6,7981,4,8,3,2
2033,8/2/2011,45,4.02,2325,3,2,1,1
2034,8/3/2011,45,2.6,6036,2,5,2,1
2035,8/4/2011,60,4.02,9469,3,6,3,2
2036,8/5/2011,45,7.04,3751,4,3,2,1
2037,8/6/2011,45,4.02,4230,3,3,1,1
2038,8/7/2011,60,5.56,9719,2,7,2,1
2039,8/8/2011,45,4.02,1263,2,3,4,1
2040,8/9/2011,45,5.56,2417,3,1,2,2
2041,8/10/2011,45,2.77,8589,4,3,3,2
2042,8/11/2011,30,4.02,4462,3,2,1,1
2043,8/12/2011,45,2.6,9721,2,5,2,1
2044,8/13/2011,45,4.02,7499,3,1,2,1
2045,8/14/2011,60,7.04,3504,2,5,4,1
2046,8/15/2011,45,4.02,5152,3,1,2,2
2047,8/16/2011,60,2.6,8388,1,1,1,1
2048,8/17/2011,45,4.02,6218,2,2,2,2
2049,8/18/2011,45,2.6,9375,3,2,3,3
2050,8/19/2011,60,2.66,1223,4,3,3,2
2051,8/20/2011,45,7.04,3830,3,3,2,3
2052,8/21/2011,45,7.04,3172,2,3,1,3
2053,8/22/2011,60,7.04,4658,3,2,4,3
2054,8/23/2011,45,7.04,9273,4,4,3,4
2055,8/24/2011,30,7.04,9024,3,1,2,1
2056,8/25/2011,45,7.04,6912,2,3,4,1
2057,8/26/2011,45,9.6,5809,3,1,2,2
2058,8/27/2011,30,2.6,25,4,3,3,2
2059,8/28/2011,45,4.02,4913,3,2,1,1
2060,8/29/2011,30,2.6,4395,2,5,2,1
2061,8/30/2011,30,4.02,7338,3,6,3,2
2062,8/31/2011,45,7.04,5322,4,5,2,1
2063,9/1/2011,45,4.02,8578,3,3,1,1
2064,9/2/2011,30,5.56,2471,2,7,2,1
2065,9/3/2011,45,4.02,5036,3,4,1,4
2066,9/4/2011,45,5.56,7225,4,5,4,1
2067,9/5/2011,45,2.77,1123,3,7,2,1
2068,9/6/2011,60,9.6,4183,2,8,2,1
2069,9/7/2011,45,4.02,2391,3,8,1,1
2070,9/8/2011,60,2.77,9410,4,1,2,1
2071,9/9/2011,45,2.77,820,3,2,1,3
2072,9/10/2011,60,2.6,2950,2,8,2,2
2073,9/11/2011,30,2.6,1688,3,1,3,3
2074,9/12/2011,45,7.04,9997,4,1,2,1
2075,9/13/2011,45,5.56,3479,3,7,2,2
2076,9/14/2011,45,2.6,6161,2,1,2,1
2077,9/15/2011,60,2.6,5032,3,2,2,1
2078,9/16/2011,45,2.77,8178,4,1,2,1
2079,9/17/2011,45,2.6,7903,3,1,1,1
2080,9/18/2011,60,7.04,9022,2,7,2,1
2081,9/19/2011,45,2.6,523,3,1,4,1
2082,9/20/2011,60,2.6,2609,4,3,2,5
2083,9/21/2011,60,2.77,5202,3,2,2,1
2084,9/22/2011,60,2.6,2753,2,5,2,1
2085,9/23/2011,60,4.02,5103,3,6,2,1
2086,9/24/2011,45,7.04,4333,4,5,1,1
2087,9/25/2011,45,4.02,5627,3,6,2,1
2088,9/26/2011,45,5.56,3468,2,7,2,1
2089,9/27/2011,30,4.02,130,3,8,3,1
2090,9/28/2011,45,5.56,933,4,1,3,1
2091,9/29/2011,30,2.77,1337,3,5,2,1
2092,9/30/2011,30,9.6,4851,2,2,1,1
2093,10/1/2011,30,2.6,8187,3,5,2,3
2094,10/2/2011,30,4.02,2362,4,6,2,2
2095,10/3/2011,30,7.04,3894,3,5,2,1
2096,10/4/2011,45,4.02,4440,2,3,2,1
2097,10/5/2011,45,5.56,5507,3,7,2,2
2098,10/6/2011,45,4.02,7903,4,8,4,3
2099,10/7/2011,45,5.56,6489,3,5,2,1
2100,10/8/2011,45,2.77,4414,2,3,1,1
2101,10/9/2011,45,9.6,1520,3,7,1,1
2102,10/10/2011,60,4.02,8422,4,3,2,3
2103,10/11/2011,45,2.77,7187,3,4,2,1
2104,10/12/2011,60,2.77,656,2,6,2,1
2105,10/13/2011,45,2.77,5130,3,3,3,1
